Entity ID,Annual Clients,Infraction Type,Infraction Timeline,Public Complaints,Sentiment Analysis,Inspection Results,Total Risk Score,Risk Category,Predicted Risk Category,Phone Number,Address
E0970,117,Major,None,Minor,None,Pass,9,Moderate,Moderate,(451)237-8135x6883,"205 Kristin Stravenue Apt. 099
South Garymouth, MB T6M8M3"
E0971,196,None,None,None,Flagged,Pass,7,Moderate,Moderate,4678419432,"5137 Howard Crossroad
Douglasbury, QC K9K3B6"
E0972,118,Minor,None,None,None,Pass,7,Moderate,Moderate,(217)716-9764,"95856 Frazier Manor
Port Zacharyside, NL T4T 7V6"
E0973,172,None,None,None,Flagged,Pass,7,Moderate,Moderate,+1-409-967-3454x840,"144 Schultz Curve Apt. 018
Montesburgh, ON K2V 6B5"
E0974,99,None,None,Minor,None,Pass,7,Moderate,Moderate,+1-337-217-5593x48905,"6086 Laura Street
East Haley, SK K6H6S2"
E0975,127,None,None,None,None,Pass,6,Low,Low,660.732.7059x489,"08113 Jordan Rue Apt. 484
Ericksonborough, AB K4S5T4"
E0976,25,None,None,None,None,Pass,6,Low,Low,+1-843-637-8110x698,"9849 King Spring
Clarkville, NS R8G 6A4"
E0977,53,None,None,None,None,Pass,6,Low,Low,(522)207-3877,"50553 Melinda Vista
Port Alexander, QC A6N 3V1"
E0978,75,None,None,None,None,Pass,6,Low,Low,+1-342-400-8622,"76834 Charles Mountains Suite 805
North Tristanstad, MB S8E3N6"
E0979,138,None,None,None,None,Pass,6,Low,Low,001-743-978-2778x3903,"0063 Rodriguez Corners
South Lindachester, PE P2P 5H9"
E0980,73,None,Within past year,None,Flagged,Pass,9,Moderate,Moderate,+1-508-647-9532,"60071 Harris Garden
Jenniferton, PE S6G9M7"
E0981,162,None,None,None,None,None,8,Moderate,Low,2796739354,"019 Natasha Cape Apt. 467
Hoffmanmouth, NS P1B 4J6"
E0982,138,None,None,None,Flagged,Pass,7,Moderate,Moderate,+1-663-349-5514x9973,"9486 Miller Row
Lake Stacey, ON C1M4L6"
E0983,199,None,None,Major,None,Pass,8,Moderate,Moderate,001-520-653-1335x13062,"6253 Cory Coves
New Lisa, SK S7X1P3"
E0984,77,None,None,None,None,Pass,6,Low,Low,+1-665-593-7146x26826,"95863 Kari Bridge Suite 966
Maryfort, NU K4X9K7"
E0985,41,None,None,None,None,Pass,6,Low,Low,3839105300,"561 Joshua Unions Suite 164
Lake Davidton, YT N3R8A2"
E0986,148,None,None,None,None,Pass,6,Low,Low,603.575.1206,"2894 Robert Station
Staceytown, NS K7V 6V5"
E0987,107,None,None,None,None,Pass,6,Low,Low,401.628.5976,"44917 Valerie Mills
New Cameron, MB J1R8M1"
E0988,78,None,None,None,Flagged,Pass,7,Moderate,Moderate,(360)226-8275x445,"14463 Abbott Fords Suite 839
Monroehaven, NU V4C 2C2"
E0989,46,None,None,None,Flagged,Pass,7,Moderate,Moderate,(748)343-6168x393,"91645 Barbara Estates
Howebury, NS H9H2M6"
E0990,144,Minor,Within past year,None,None,Pass,9,Moderate,Moderate,001-429-565-6078,"6055 Pamela Hill Suite 997
North Cynthia, AB X5A 4L7"
E0991,147,Minor,Within past year,Minor,None,Pass,10,Moderate,Moderate,(995)393-5228x68945,"40411 Francisco Valley Suite 538
Scottfort, NL R1R 7G5"
E0992,141,None,Within past 1-3 years,None,None,Pass,7,Moderate,Moderate,001-442-378-9213x4628,"955 James Extensions
Andreaville, ON V8B1X1"
E0993,111,None,None,None,None,Pass,6,Low,Low,(422)564-2843x4909,"58976 Katherine Square
Stevenfurt, YT N4C 7B4"
E0994,150,Minor,None,None,None,Fail,8,Moderate,Moderate,001-578-949-1086x73128,"418 Brian Avenue
Port George, YT E3H 6R3"
E0995,78,None,None,None,None,Pass,6,Low,Low,(737)650-2956x71220,"548 Reid Spring Apt. 435
Bryantview, NL J3K6S9"
E0996,53,None,None,None,Flagged,Pass,7,Moderate,Moderate,424-277-6841x3969,"2482 James Prairie
Richardmouth, PE Y1G 3V1"
E0997,122,None,None,None,None,Pass,6,Low,Low,(362)452-0039x3643,"6651 Cochran Fords Suite 176
West Shannon, NL J3C 5T7"
E0998,73,None,None,None,None,Pass,6,Low,Low,904.478.0841x796,"1760 Edwards Radial
East Jacob, NU C6G 8M7"
E0999,141,None,None,None,Flagged,Pass,7,Moderate,Moderate,778.362.1510x59994,"97998 Glass Estates Suite 586
Coopertown, NU S5N 1R3"
E1000,50,None,None,None,None,Fail,7,Moderate,Moderate,439.268.3161,"3664 Burns Keys Apt. 400
Austinside, NL L3A1M1"
E1001,130,None,None,None,None,Pass,6,Low,Low,572.537.6354x056,"446 Shelley Plaza
Davidton, PE T7M 3Y1"
E1002,99,None,Within past 1-3 years,None,None,Pass,7,Moderate,Moderate,+1-271-348-3276x814,"5622 Leon Ways Apt. 648
New Francesville, YT H3G4X8"
E1003,168,None,None,Minor,None,Pass,7,Moderate,Moderate,(396)497-5320,"0710 Kevin Avenue Suite 003
Davischester, PE X8R3S9"
E1004,197,None,None,Minor,Flagged,Pass,8,Moderate,Moderate,574-469-9971x56861,"15028 Joel Union Apt. 084
Michellechester, NS T7S 4C8"
E1005,85,None,None,None,Flagged,None,9,Moderate,Moderate,435.797.9270,"777 Foster Glens
Lake Stephanie, BC P8N 1C1"
E1006,66,None,Within past year,None,None,Pass,8,Moderate,Moderate,292.444.1817x76098,"410 Timothy Camp
Hunterland, NL P7N9R2"
E1007,151,None,None,None,None,Pass,6,Low,Low,411.419.4496,"9397 Kayla Way
East Craig, PE M1X4C5"
E1008,21,None,None,None,Flagged,None,9,Moderate,Moderate,(500)287-4944,"6898 Ortega Garden Apt. 571
Williamtown, NL S7E1S3"
E1009,39,None,None,None,None,Fail,7,Moderate,Moderate,330.720.2793x5522,"0295 Patrick Spurs
East Christine, NB A6Y 4L5"
E1010,175,None,Within past year,None,None,Pass,8,Moderate,Moderate,830.415.9967x461,"6401 Manuel Garden
Jenniferfurt, QC X6T 2B9"
E1011,34,None,None,None,None,Pass,6,Low,Low,788-733-6841x8688,"19850 Jennifer Curve Apt. 449
South Donnaburgh, MB N3X8P7"
E1012,99,None,Within past year,None,Flagged,Pass,9,Moderate,Moderate,843.419.0719x0471,"341 Steele Stravenue
West Anthony, AB K2G1L6"
E1013,151,None,None,None,None,Pass,6,Low,Low,001-682-606-8445,"460 Chad Street Suite 499
New Stephanieville, NT X8G 8A1"
E1014,46,None,None,None,Flagged,Pass,7,Moderate,Moderate,(205)219-5040x954,"849 David Alley Suite 406
Samuelshire, MB X5J5V8"
E1015,29,None,Within past year,None,None,Pass,8,Moderate,Moderate,+1-891-404-9862x8882,"911 Austin Road Apt. 688
Bradleyburgh, NS P7N9N5"
E1016,200,None,None,None,None,Pass,7,Moderate,Moderate,001-561-707-9834x02407,"8124 Misty Points Suite 896
Sydneyside, BC S5N9P7"
E1017,100,None,None,None,None,Pass,6,Low,Low,(743)717-8160x5655,"9666 Stone Parks
West Michael, SK M3R9E6"
E1018,166,None,None,None,Flagged,Pass,7,Moderate,Moderate,886.944.2495,"906 Carney Radial
Pamelafort, NS C8T 5P7"
E1019,43,None,None,Minor,None,Pass,7,Moderate,Moderate,+1-591-801-9699,"9553 Knapp Grove Suite 269
Lake Kennethshire, NB N5K7T7"
E1020,37,None,None,None,None,Pass,6,Low,Low,+1-553-991-5742x9886,"5314 Antonio Mews Suite 381
Rachaelberg, QC H4N 4P4"
E1021,193,None,None,None,None,None,8,Moderate,Low,+1-437-643-0329x9559,"48347 Bailey Fall Apt. 935
South Kennethstad, QC Y7Y 5A9"
E1022,170,None,None,None,None,Pass,6,Low,Low,+1-952-758-2685x9274,"64319 Crawford Plains
Cooperstad, NU M9A8H4"
E1023,135,None,None,None,None,Pass,6,Low,Low,208.753.2121x8548,"3092 Christopher Throughway
Nortonchester, ON P1J 6V9"
E1024,175,Minor,None,None,None,Pass,7,Moderate,Moderate,+1-394-926-5408x122,"29125 Robin Street
Vanessamouth, NT E8B9V6"
E1025,90,None,None,None,None,Pass,6,Low,Low,(737)946-2127,"7073 Holt Isle Suite 166
East Barbarahaven, BC L1V3P9"
E1026,81,None,None,None,Flagged,Pass,7,Moderate,Moderate,464-322-5011,"3138 Jimmy Corner Suite 430
Christinefurt, YT Y6M8A9"
E1027,144,None,Within past 1-3 years,None,None,None,9,Moderate,Moderate,+1-618-857-0373x688,"785 Kenneth Crescent Suite 704
Woodsland, PE A1C 4J2"
E1028,37,None,None,None,None,Pass,6,Low,Low,(364)294-0756,"352 Barnes Throughway
Rivasville, MB S5J2G8"
E1029,147,None,None,None,None,Pass,6,Low,Low,(452)801-1824,"46709 Haley Falls
Lake Jenniferstad, NS N5Y 6X6"
E1030,31,None,None,None,None,Pass,6,Low,Low,+1-728-648-2432,"39400 George Branch Apt. 540
Lake Alexismouth, AB C8M 9T3"
E1031,196,None,None,Minor,None,Pass,7,Moderate,Moderate,001-283-821-4843x3537,"27320 Smith Underpass
Brianville, PE L9A6R2"
E1032,69,None,Within past year,None,None,Pass,8,Moderate,Moderate,974-444-0780,"36965 Kelly Estate
Hollandfurt, YT J2P 8C2"
E1033,172,None,None,None,Flagged,Pass,7,Moderate,Moderate,001-313-729-1550x58991,"513 Jones Center
New Katelynport, PE R8J 2J8"
E1034,50,None,None,None,None,Pass,6,Low,Low,989.281.9953x9415,"60589 Abigail Valley
East Meredith, QC X3P1R9"
E1035,126,None,None,None,None,Pass,6,Low,Low,243-887-0563,"1039 Elizabeth Grove Apt. 736
Port Robertshire, MB X4V9V6"
E1036,116,None,None,None,None,Fail,7,Moderate,Moderate,572.742.3072,"1867 Johnston Plain
Lake Katie, NT M3T4Y5"
E1037,199,None,None,None,None,Pass,6,Low,Low,3442371779,"64397 Mary Locks
Lake Matthewside, NL X1M 6L5"
E1038,41,None,None,None,Flagged,Pass,7,Moderate,Moderate,001-951-829-0581x38397,"6821 Chase Village Apt. 638
Gabriellaview, PE T7B5C4"
E1039,172,None,None,None,None,Pass,6,Low,Low,(208)485-9242x55263,"934 Scott Lakes
Thomasfort, MB X5T 2N6"
E1040,45,Major,None,Minor,None,Pass,9,Moderate,Moderate,3717928059,"52122 Grant Gardens
Courtneybury, NT X9L9C5"
E1041,24,None,None,None,None,Pass,6,Low,Low,564.997.1823x97764,"8987 Johnson Corner Apt. 767
East Rhondafurt, NT E2R 7Y6"
E1042,84,None,None,None,Flagged,Pass,7,Moderate,Moderate,472-482-2463x66733,"9955 Emily Glen
South Matthew, YT X2A 4L8"
E1043,188,Minor,None,None,None,Pass,7,Moderate,Moderate,001-674-350-6870,"2649 Rivera Mount
West Christinamouth, NB R5G9R6"
E1044,20,None,None,None,Flagged,Fail,8,Moderate,Moderate,609.627.2319x71143,"47737 Brian Points Apt. 497
New Ashley, BC Y1V 3V2"
E1045,154,None,None,None,None,Pass,6,Low,Low,2063076971,"745 Daisy Crossing Suite 881
Jacksonshire, SK Y7C 8M7"
E1046,167,None,None,None,None,Pass,6,Low,Low,(311)501-5568x004,"00084 Austin Plaza
New Benjamin, NB S6M8P8"
E1047,107,None,None,None,None,Pass,6,Low,Low,(878)413-7518x1291,"26356 Santos Prairie Suite 697
East Lisastad, NS C2G2K2"
E1048,193,None,None,None,None,Pass,6,Low,Low,+1-563-468-9428,"803 Thomas Fork
New Kimberly, BC M1J 7S8"
E1049,61,None,None,None,None,Pass,6,Low,Low,853.730.9039,"99568 Day Glens
Lake Aaronhaven, NS C6X 6M8"
E1050,60,None,None,None,None,Fail,7,Moderate,Moderate,414-940-0158x131,"606 Jordan Glen
Lopezland, NU B7T 7J5"
E1051,173,None,Within past year,None,None,Pass,8,Moderate,Moderate,515.801.2781x70850,"41840 Dixon Avenue Suite 680
Reynoldsfurt, NS H3J 1J2"
E1052,62,None,None,None,None,Pass,6,Low,Low,814-303-1670x7032,"3792 Susan Grove
North Matthew, YT N9E 9E2"
E1053,81,Minor,None,None,None,Pass,7,Moderate,Moderate,(812)231-2330,"5503 Julie Loaf
Charlottemouth, NT G8S3P4"
E1054,129,None,None,None,Flagged,Pass,7,Moderate,Moderate,+1-614-712-5927,"7383 Price Turnpike
Isaiahberg, NL Y1E4G1"
E1055,59,None,None,None,Flagged,Pass,7,Moderate,Moderate,001-581-216-5887x314,"09998 Ellis Rue Apt. 692
Martinborough, AB E1P5C3"
E1056,186,None,None,None,None,Pass,6,Low,Low,890.628.5291,"8151 Edward Mission Suite 083
Martinport, NU N7L8R3"
E1057,49,None,None,None,None,Pass,6,Low,Low,593-676-2121,"365 Wade Pike Suite 941
Lake Meganshire, NB L3M 1C5"
E1058,13,Minor,None,None,None,Pass,7,Moderate,Moderate,(821)772-6870,"3546 Lori Lakes
North Brandonborough, ON T7E 5R8"
E1059,152,None,None,None,None,Pass,6,Low,Low,9834409289,"5914 Rios Cliff
North Lisabury, NS T1T 9T7"
E1060,45,Minor,None,None,None,Pass,7,Moderate,Moderate,(445)669-4343,"4324 Cisneros Orchard
West Micheleberg, YT S3Y1P8"
E1061,58,None,None,None,None,Pass,6,Low,Low,(841)919-0361x5062,"974 Miller Fort Suite 799
North Angela, SK X8A 7A5"
E1062,172,None,None,None,None,Pass,6,Low,Low,(412)882-1246x402,"8217 Fernandez Via Apt. 619
New Jessica, ON T2V 8G5"
E1063,140,None,None,None,None,Pass,6,Low,Low,916-786-6021,"264 Danielle Ville
Wellsland, NS E1Y5K3"
E1064,45,None,None,None,None,None,8,Moderate,Low,472-398-9370x737,"609 Leslie Spring Apt. 616
North Traci, ON S6P 3T5"
E1065,164,None,None,None,None,Pass,6,Low,Low,(475)316-8611,"14793 Allison Islands Suite 328
Port Joshuaport, YT A9K 6X3"
E1066,73,Minor,None,None,None,Pass,7,Moderate,Moderate,+1-280-276-5347x3912,"8082 Joshua Path Suite 839
Garciaburgh, NB V9K 5R4"
E1067,136,None,None,None,None,Pass,6,Low,Low,+1-913-587-3430x49507,"3974 Christopher Plaza Suite 721
New Jasonport, ON M3V1K2"
E1068,58,None,None,None,None,Fail,7,Moderate,Moderate,441-766-0392x187,"78932 Terrance Path
Gravesview, ON E7K 1R9"
E1069,80,None,None,None,None,Pass,6,Low,Low,+1-672-400-9455x85548,"51491 Peterson Trail Apt. 631
North Jacobville, NU Y9H 7S8"
E1070,92,None,None,None,None,Fail,7,Moderate,Moderate,212.280.9007,"29719 Rodriguez Summit Apt. 541
Port Logan, SK H8J1R8"
E1071,125,None,None,None,None,Pass,6,Low,Low,+1-575-208-7127x417,"628 Robert Plains
Fergusonside, QC S1M 9P8"
E1072,169,None,None,None,None,Pass,6,Low,Low,7885932231,"91215 Melissa Burgs Apt. 726
Stephanieview, NL T6S9N7"
E1073,57,None,None,None,None,None,8,Moderate,Low,8358968729,"1945 Stevens Divide Apt. 290
Anthonyburgh, PE E7R4J2"
E1074,88,None,None,None,Flagged,Pass,7,Moderate,Moderate,001-397-590-1156,"5692 William Fords
North Michele, ON H3Y 7V7"
E1075,58,None,None,None,None,Pass,6,Low,Low,510.266.1296x55740,"7390 Roberto Drive Apt. 797
Port Justinburgh, NT T4J5M9"
E1076,33,None,Within past year,None,None,Pass,8,Moderate,Moderate,839-468-7655x43566,"59401 Patrick Fork
South Robertborough, QC X1T5M1"
E1077,133,None,None,None,None,Fail,7,Moderate,Moderate,240.485.0430x424,"7934 Price Mountains
West Jenniferstad, YT T4C7M2"
E1078,30,None,None,None,None,Pass,6,Low,Low,752.406.0164x5390,"69774 Patel Crescent
Lake Kristin, NS Y3G7Y1"
E1079,22,None,None,None,None,Pass,6,Low,Low,344.502.0567,"9442 Kimberly Parks
Blanchardview, MB T3S 1S3"
E1080,43,None,None,None,None,Pass,6,Low,Low,(682)474-2726x0392,"99536 Maria Ranch Suite 457
Darrenbury, SK V2R 5H7"
E1081,188,None,None,None,None,Pass,6,Low,Low,958.664.5289,"16014 Huffman Bypass Suite 595
Lake Ronnie, YT E6M8C4"
E1082,31,None,None,None,None,Pass,6,Low,Low,+1-532-217-3023x452,"655 Julie Forges Apt. 846
Port Nicoleton, NS E9L4Y4"
E1083,70,None,None,None,None,Pass,6,Low,Low,525.428.1897x5489,"0902 Griffith Gateway Suite 679
New Josephtown, SK M4K4R3"
E1084,58,None,None,Minor,Flagged,Pass,8,Moderate,Moderate,344.788.9487,"71110 Mitchell Lock Apt. 144
Spencerland, NS V1L 3R8"
E1085,101,None,None,None,None,Pass,6,Low,Low,335.205.7847x85997,"3178 Juan Cape
Alexisport, PE G7T4H1"
E1086,72,None,None,Minor,None,None,9,Moderate,Moderate,(467)379-0829x1806,"0317 Gordon Valley
Barreratown, NT H7M 8E6"
E1087,127,None,None,Minor,None,Fail,8,Moderate,Moderate,001-630-799-2146x76431,"91617 Jeffrey Viaduct Suite 724
Sarahhaven, MB N7S 8X1"
E1088,195,None,Within past year,None,None,Pass,8,Moderate,Moderate,704-763-0868,"1656 Michael Tunnel Apt. 306
Port Nathan, NT B6K4G8"
E1089,187,None,None,None,None,Pass,6,Low,Low,924.549.9429,"28017 Gilbert Spur
New Moniquemouth, NU H4M 6G2"
E1090,150,None,None,None,Flagged,Pass,7,Moderate,Moderate,001-576-997-2972,"96123 White Cliff Apt. 008
South Sabrina, NB R6H3K9"
E1091,12,None,None,None,Flagged,Pass,7,Moderate,Moderate,+1-303-245-6046,"098 Julie Island Apt. 812
South Thomasmouth, MB M2J 8G3"
E1092,107,None,None,None,None,Pass,6,Low,Low,(210)959-8122x208,"71113 Heather Dam
Port Rhonda, PE S8V 4E9"
E1093,181,None,None,None,Flagged,Pass,7,Moderate,Moderate,830.632.8894x64899,"255 Nancy Prairie Apt. 905
North Jessica, NB J7P7V4"
E1094,43,None,None,None,Flagged,Pass,7,Moderate,Moderate,+1-628-212-9752,"6978 Johnson Glen
West Charles, QC M9M 8Y9"
E1095,82,None,Within past 1-3 years,None,None,Pass,7,Moderate,Moderate,+1-494-574-2177x919,"609 Brian Fort
New Ricardo, PE P1T 3B8"
E1096,173,Minor,None,None,None,Pass,7,Moderate,Moderate,(801)779-0456,"675 Mccoy Parkway Apt. 517
Johnsonfurt, QC H2V9E5"
E1097,172,None,None,None,None,Pass,6,Low,Low,+1-637-662-5848,"5959 Mark Green Apt. 409
North Carolyn, NL L5K8G8"
E1098,177,None,None,None,None,Pass,6,Low,Low,(989)341-6158,"969 Samantha Meadows
Campbellstad, MB H6A8V3"
E1099,192,None,None,None,None,Pass,6,Low,Low,756-451-5337,"523 Mccoy Drive Apt. 620
Lake Kayla, PE A3S6C5"
E1100,15,None,None,None,None,Pass,6,Low,Low,7469775413,"625 Brianna Mission
Calhounton, ON R1N 5B5"
E1101,39,Minor,Within past 1-3 years,None,None,Pass,8,Moderate,Moderate,001-280-337-9976,"1740 Klein Stream Suite 650
Lake Kristine, ON P4J4C4"
E1102,67,None,None,None,Flagged,Pass,7,Moderate,Moderate,+1-638-845-7508x3616,"181 John Shoals
Johnsonberg, NT X6E 5B2"
E1103,27,Minor,None,None,None,Pass,7,Moderate,Moderate,+1-406-599-5892x3515,"6440 Cynthia Crossroad Suite 662
South Erin, QC S7J 4V3"
E1104,179,None,None,None,Flagged,Pass,7,Moderate,Moderate,483.359.2283x858,"70814 Richard Walk Suite 492
Lake Matthew, PE L2M 8Y7"
E1105,114,None,None,None,None,Pass,6,Low,Low,783-252-7117x94588,"8974 Kevin Shore
Garciaburgh, AB P3Y 1S5"
E1106,104,None,None,None,Flagged,Fail,8,Moderate,Moderate,+1-793-249-6825x84916,"26177 David Groves Apt. 492
Bonnieberg, AB B7K7E2"
E1107,175,None,None,None,Flagged,Pass,7,Moderate,Moderate,001-926-841-7360x066,"675 Rodriguez Underpass
Ramoshaven, SK P9C 7L7"
E1108,13,None,None,None,None,Pass,6,Low,Low,+1-593-518-7363x67315,"81646 Jerry Spur
Kingtown, AB X9T8M1"
E1109,199,None,None,None,Flagged,Fail,8,Moderate,Moderate,697.507.4779x17981,"983 Roman Crest Apt. 620
Port Anthony, YT P3S9T9"
E1110,163,Minor,None,None,Flagged,Pass,8,Moderate,Moderate,+1-437-749-6094x04135,"02242 Horton Plains Suite 955
New Davidshire, SK S9B 6A9"
E1111,192,Minor,None,None,None,Pass,7,Moderate,Moderate,836-720-3743x84575,"892 Christina Estates Apt. 530
Gregorytown, BC N7V 4H5"
E1112,129,None,None,None,Flagged,Pass,7,Moderate,Moderate,+1-825-211-3401,"2952 Kennedy Lane Apt. 629
South Williamton, NS P7B 4E2"
E1113,29,None,None,None,None,Pass,6,Low,Low,(915)872-9188x12581,"8385 Brooke Views
West Kathleen, QC P6P 7E2"
E1114,113,None,None,None,None,Pass,6,Low,Low,493.686.1444,"5772 Kelly Estates
East Jessica, NL N3S 6R6"
E1115,89,None,None,None,None,Pass,6,Low,Low,4855836569,"9254 King Throughway
Amberton, NL G3S9P7"
E1116,83,Minor,None,None,None,Pass,7,Moderate,Moderate,861.228.3189x178,"5439 Mayer Glens Suite 517
New Anna, NL N6J 3X8"
E1117,79,Minor,None,None,None,Pass,7,Moderate,Moderate,856.809.2755,"52846 Mary Cape Apt. 973
Figueroafort, YT B8V 6H4"
E1118,190,None,None,None,None,Pass,6,Low,Low,+1-807-365-9286x3675,"55365 Angela Parkway
South Jamesmouth, NB K3Y6L9"
E1119,85,None,None,None,None,Pass,6,Low,Low,+1-752-861-7226,"7085 Joshua Walk Apt. 984
South James, QC B4N6R9"
E1120,28,None,None,None,None,Pass,6,Low,Low,(838)717-0391x6846,"0748 Dunlap Viaduct Suite 155
New Dawn, NL R2C4J3"
E1121,48,None,None,None,None,Pass,6,Low,Low,+1-270-485-5710x446,"42160 Jessica Crossroad
Port Waynetown, NT P4B3K7"
E1122,22,None,None,None,None,Pass,6,Low,Low,247-546-9306,"8927 Weaver Haven
Wallacefort, BC S8N 4N9"
E1123,37,None,None,None,None,Pass,6,Low,Low,+1-628-576-6225x23607,"393 Pena Vista Apt. 065
Mooreland, PE M8T 2P8"
E1124,154,None,None,None,None,Pass,6,Low,Low,+1-266-482-1430x05232,"7444 Micheal Square Suite 834
Davidtown, PE A4L7E3"
E1125,199,None,None,None,None,Pass,6,Low,Low,001-418-423-5122x9323,"598 Cook Meadows Apt. 736
East Olivia, NL B4B 3P6"
E1126,117,None,None,Minor,None,Pass,7,Moderate,Moderate,+1-201-757-7010x55888,"774 Cabrera Road
Paulburgh, QC G1P 1P6"
E1127,153,None,None,None,None,Pass,6,Low,Low,311-741-0929x87878,"05517 Odom Overpass Apt. 482
South Marissa, NS K7S 2H6"
E1128,164,None,None,None,None,Pass,6,Low,Low,352-261-6986x02631,"95623 Michael Street
Kennethton, NL A3B7G6"
E1129,116,None,None,Minor,None,Pass,7,Moderate,Moderate,001-223-783-5579x7478,"11228 Kimberly Overpass
Lake Kevin, ON B9P4S9"
E1130,147,Minor,None,None,Flagged,Pass,8,Moderate,Moderate,976.211.7305x534,"09116 Harris Wells
North Anthony, NL N9T7R1"
E1131,161,Minor,None,None,None,Pass,7,Moderate,Moderate,+1-480-525-1668x33564,"461 Kenneth Station Apt. 955
Johnsonfurt, NS M6M 1R3"
E1132,77,Minor,None,None,Flagged,Pass,8,Moderate,Moderate,407-353-0495,"990 Dixon Mountains
Debraside, BC T4P2L6"
E1133,103,Major,None,None,Flagged,Pass,9,Moderate,Moderate,001-981-655-3937x9781,"238 Campbell Harbors
West Jonathanville, NL Y6L1L6"
E1134,86,None,Within past year,None,None,Pass,8,Moderate,Moderate,001-753-506-7459,"05490 Lindsey Track Apt. 461
Tranview, MB G5S7Y2"
E1135,102,None,Within past 1-3 years,None,None,Pass,7,Moderate,Moderate,320-533-5003,"50109 Wilson Extension
New Stevenstad, NL V8Y1V6"
E1136,176,None,None,None,None,Pass,6,Low,Low,(417)877-1692,"8655 Lisa Ways
South Glennberg, NL C6H2Y3"
E1137,35,None,None,None,None,Fail,7,Moderate,Moderate,928-449-3662,"182 Fischer Tunnel Apt. 695
North Mitchellhaven, AB L4Y 9B2"
E1138,142,None,Within past 1-3 years,Minor,None,Pass,8,Moderate,Moderate,877-348-2039,"37617 Dylan Lodge
West Juliaborough, SK A8J7J4"
E1139,123,Minor,None,None,None,Pass,7,Moderate,Moderate,375-869-5856x93533,"5011 Martin Garden
Juliefurt, NT S7N4L2"
E1140,53,None,None,None,None,Pass,6,Low,Low,(549)661-3190x88150,"309 Ellis Locks Apt. 192
East Sean, BC K6J 2S9"
E1141,111,None,None,None,None,Pass,6,Low,Low,001-955-937-9680x81248,"243 Miller Lake Suite 406
North Michael, ON J1B7J2"
E1142,11,None,None,None,None,Pass,6,Low,Low,3444176200,"1566 Craig Mount
Port Melissa, NT B5G 7Y5"
E1143,12,None,None,None,None,Pass,6,Low,Low,001-977-341-6149,"0053 Adams Turnpike
Bensonfurt, NU K7J3Y4"
E1144,186,Minor,Within past 1-3 years,None,None,Pass,8,Moderate,Moderate,+1-816-753-9009x9834,"39213 Christopher Mission Apt. 996
Palmerbury, SK R7G3V4"
E1145,88,None,None,Minor,None,Pass,7,Moderate,Moderate,961.737.0370x6692,"52574 Adam Court Apt. 629
South Diana, NB X1B5K8"
E1146,29,None,None,None,None,Pass,6,Low,Low,872-238-9830x822,"58911 David Lane
Lake Josephchester, ON M5L 1S4"
E1147,191,None,None,None,Flagged,Pass,7,Moderate,Moderate,805.380.1948x2707,"67552 George Camp
Lynnstad, NS A9M 5X8"
E1148,148,Minor,None,None,None,Pass,7,Moderate,Moderate,(661)564-2385x91821,"09403 Eaton Plaza
Port Richard, NT Y3S4S2"
E1149,133,None,None,Minor,None,Pass,7,Moderate,Moderate,974.905.6424x421,"26904 Robin Lake Suite 707
Thomasland, NS M6X1J1"
E1150,174,None,None,None,None,Pass,6,Low,Low,(856)554-0960,"65917 Vasquez Rapid Apt. 161
Jamieside, QC H6G6L4"
